Cover Image,EPR,NCC
airplane.tiff,Sample EPR,0.8101921081542969
Barbara.tif,Sample EPR,0.8086777925491333
elaine.tiff,Sample EPR,0.8321813344955444
fishingboat.tiff,Sample EPR,0.8027256727218628
Goldhill.tif,Sample EPR,0.8319738507270813
house.tiff,Sample EPR,0.8243712186813354
lena.tiff,Sample EPR,0.8076454997062683
peeper.tiff,Sample EPR,0.8181339502334595
sailboat.tiff,Sample EPR,0.8270993232727051
tank.tiff,Sample EPR,0.7999303936958313
