Cover Image,EPR,NCC
airplane.tiff,Sample EPR,0.9543702006340027
Barbara.tif,Sample EPR,0.8600304126739502
elaine.tiff,Sample EPR,0.8946022391319275
fishingboat.tiff,Sample EPR,0.8809904456138611
Goldhill.tif,Sample EPR,0.8504604697227478
house.tiff,Sample EPR,0.8891078233718872
lena.tiff,Sample EPR,0.8788323998451233
peeper.tiff,Sample EPR,0.8918610215187073
sailboat.tiff,Sample EPR,0.8743821382522583
tank.tiff,Sample EPR,0.8613721132278442
