Cover Image,EPR,NCC
airplane.tiff,Sample EPR,0.7698048949241638
Barbara.tif,Sample EPR,0.7905710339546204
elaine.tiff,Sample EPR,0.75645512342453
fishingboat.tiff,Sample EPR,0.8109456300735474
Goldhill.tif,Sample EPR,0.7982481718063354
house.tiff,Sample EPR,0.7923607230186462
lena.tiff,Sample EPR,0.769568145275116
peeper.tiff,Sample EPR,0.7470800876617432
sailboat.tiff,Sample EPR,0.7661198377609253
tank.tiff,Sample EPR,0.7759739756584167
